time_stamp,temperature,pressure,humidity,wind_speed,weather,wind_u,wind_v,SSD
2017-01-30 16:00:00,-1.6,1026.1,14,2.5,4,0.2320155472396927,-2.489210474395258,23.345219557081546
2017-01-30 17:00:00,-2.0,1025.9,16,1.9,4,0.09240365102404131,1.8977517132853357,24.66072374468085
2017-01-30 18:00:00,-2.9,1025.6,18,1.2,4,-1.1943164475350754,-0.11665428902186918,25.454943547390396
2017-01-30 19:00:00,-3.0,1025.2,20,1.1,4,-0.9812203449487362,0.49719878786928184,25.658753333333333
2017-01-30 20:00:00,-3.8,1024.3,23,0.1,4,-0.09992371148508934,0.003905365929669691,27.58389504262295
2017-01-30 21:00:00,-3.7,1023.9,24,0.5,4,0.41216566555377887,0.28305381844909017,26.49569565174538
2017-01-30 22:00:00,-3.8,1023.4,29,0.1,4,-0.09992371148508934,0.003905365929669691,27.71915424262295
2017-01-30 23:00:00,-4.3,1023.6,29,0.3,4,0.21723539606097886,-0.20690283395408013,26.22381048356998
2017-01-31 00:00:00,-5.3,1023.7,31,0.1,4,-0.09992371148508934,0.003905365929669691,25.18746250417495
2017-01-31 01:00:00,-3.9,1023.7,35,0.7,4,0.6867779480337488,-0.1354106720113055,25.761158670756643
2017-01-31 02:00:00,0.7,1023.5,15,0.6,4,0.17019731127793575,-0.575354564797883,33.27531972460497
2017-01-31 03:00:00,1.1,1023.4,14,0.9,4,-0.42446314126792006,-0.7936189524607952,32.93938596264237
2017-01-31 04:00:00,3.3,1022.3,12,0.6,4,0.04509969000491596,-0.5983026140352894,37.449928199520386
2017-01-31 05:00:00,4.7,1020.9,12,1.0,4,-0.9985916721566993,0.05305348526993529,38.481619045161295
2017-01-31 06:00:00,5.5,1020.2,11,1.3,4,-1.2991866553900187,0.04597863043302886,38.786571924050634
2017-01-31 07:00:00,5.6,1019.8,11,2.3,4,0.8448345457795637,-2.139218219410408,35.75139083857868
2017-01-31 08:00:00,5.0,1020.1,12,2.7,4,-0.15517556328869675,-2.695537153251284,33.53708
2017-01-31 09:00:00,3.9,1021.1,13,1.8,4,-1.446828107777409,1.0708353872305687,34.651102903163014
2017-01-31 10:00:00,1.2,1021.9,17,0.9,4,0.7039908989480441,0.5607109899032877,33.22730605296804
2017-01-31 11:00:00,-1.2,1022.8,24,0.8,4,-0.7427680996646087,-0.29714567154953814,29.767900481385283
