1,2017-12-01 00,543.3237
1,2017-12-01 01,394.7558
1,2017-12-01 02,254.88744
1,2017-12-01 03,311.03925
1,2017-12-01 04,260.5178
1,2017-12-01 05,277.1252
1,2017-12-01 06,261.64194
1,2017-12-01 07,534.256
1,2017-12-01 08,705.5165
1,2017-12-01 09,719.295
1,2017-12-01 10,577.50964
1,2017-12-01 11,806.4736
1,2017-12-01 12,1150.9658
1,2017-12-01 13,902.24475
1,2017-12-01 14,585.8096
1,2017-12-01 15,680.27246
1,2017-12-01 16,574.95197
1,2017-12-01 17,830.63403
1,2017-12-01 18,813.78577
1,2017-12-01 19,629.57874
1,2017-12-01 20,575.84106
1,2017-12-01 21,557.81323
1,2017-12-01 22,577.43243
1,2017-12-01 23,380.98764
1,2017-12-02 00,369.41238
1,2017-12-02 01,522.8683
1,2017-12-02 02,377.09192
1,2017-12-02 03,352.47742
1,2017-12-02 04,292.28696
1,2017-12-02 05,324.9183
1,2017-12-02 06,290.7662
1,2017-12-02 07,311.5639
1,2017-12-02 08,539.17084
1,2017-12-02 09,574.4514
1,2017-12-02 10,540.904
1,2017-12-02 11,780.2639
1,2017-12-02 12,1038.155
1,2017-12-02 13,777.2867
1,2017-12-02 14,577.3823
1,2017-12-02 15,514.055
1,2017-12-02 16,575.39667
1,2017-12-02 17,774.356
1,2017-12-02 18,773.776
1,2017-12-02 19,598.6695
1,2017-12-02 20,553.9313
1,2017-12-02 21,547.6934
1,2017-12-02 22,582.10254
1,2017-12-02 23,408.46796
1,2017-12-03 00,460.34668
1,2017-12-03 01,535.73517
1,2017-12-03 02,387.84937
1,2017-12-03 03,356.84433
1,2017-12-03 04,293.31818
1,2017-12-03 05,345.75098
1,2017-12-03 06,280.37262
1,2017-12-03 07,308.57614
1,2017-12-03 08,492.61462
1,2017-12-03 09,542.1132
1,2017-12-03 10,542.85944
1,2017-12-03 11,779.7857
1,2017-12-03 12,1047.262
1,2017-12-03 13,770.57605
1,2017-12-03 14,594.7321
1,2017-12-03 15,529.05054
1,2017-12-03 16,595.3604
1,2017-12-03 17,767.9299
1,2017-12-03 18,824.83575
1,2017-12-03 19,633.5686
1,2017-12-03 20,497.89087
1,2017-12-03 21,577.12006
1,2017-12-03 22,646.99207
1,2017-12-03 23,443.09146
1,2017-12-04 00,552.12726
1,2017-12-04 01,404.93954
1,2017-12-04 02,331.8241
1,2017-12-04 03,321.22302
1,2017-12-04 04,291.61557
1,2017-12-04 05,310.1645
1,2017-12-04 06,270.57703
1,2017-12-04 07,491.25214
1,2017-12-04 08,614.9024
1,2017-12-04 09,687.59985
1,2017-12-04 10,512.23016
1,2017-12-04 11,802.91693
1,2017-12-04 12,1164.7532
1,2017-12-04 13,897.3855
1,2017-12-04 14,610.8188
1,2017-12-04 15,592.5507
1,2017-12-04 16,558.3072
1,2017-12-04 17,956.08484
1,2017-12-04 18,894.7396
1,2017-12-04 19,639.7625
1,2017-12-04 20,584.73895
1,2017-12-04 21,572.86774
1,2017-12-04 22,638.81555
1,2017-12-04 23,423.3253
1,2017-12-05 00,552.0674
1,2017-12-05 01,385.4125
1,2017-12-05 02,292.07684
1,2017-12-05 03,322.79053
1,2017-12-05 04,299.983
1,2017-12-05 05,320.3263
1,2017-12-05 06,263.61346
1,2017-12-05 07,601.1399
1,2017-12-05 08,749.5455
1,2017-12-05 09,697.7616
1,2017-12-05 10,552.25287
1,2017-12-05 11,823.2258
1,2017-12-05 12,1154.7915
1,2017-12-05 13,894.6933
1,2017-12-05 14,574.4854
1,2017-12-05 15,601.9789
1,2017-12-05 16,571.00885
1,2017-12-05 17,957.3942
1,2017-12-05 18,887.005
1,2017-12-05 19,645.2606
1,2017-12-05 20,594.9007
1,2017-12-05 21,583.0295
1,2017-12-05 22,642.7638
1,2017-12-05 23,410.64078
1,2017-12-06 00,559.0461
1,2017-12-06 01,398.2192
1,2017-12-06 02,356.2857
1,2017-12-06 03,329.23932
1,2017-12-06 04,317.14603
1,2017-12-06 05,299.3532
1,2017-12-06 06,278.74463
1,2017-12-06 07,552.8419
1,2017-12-06 08,722.6192
1,2017-12-06 09,694.5188
1,2017-12-06 10,534.1185
1,2017-12-06 11,819.98303
1,2017-12-06 12,1168.1328
1,2017-12-06 13,819.6814
1,2017-12-06 14,636.6549
1,2017-12-06 15,501.4971
1,2017-12-06 16,592.0547
1,2017-12-06 17,864.76654
1,2017-12-06 18,832.62787
1,2017-12-06 19,646.68146
1,2017-12-06 20,606.1628
1,2017-12-06 21,578.40924
1,2017-12-06 22,639.521
1,2017-12-06 23,430.83258
1,2017-12-07 00,560.0422
1,2017-12-07 01,371.28235
1,2017-12-07 02,303.4294
1,2017-12-07 03,302.60855
1,2017-12-07 04,301.43222
1,2017-12-07 05,316.2009
1,2017-12-07 06,279.74075
1,2017-12-07 07,554.0236
1,2017-12-07 08,753.4281
1,2017-12-07 09,695.5149
1,2017-12-07 10,542.9399
1,2017-12-07 11,820.9791
1,2017-12-07 12,1164.2007
1,2017-12-07 13,892.4466
1,2017-12-07 14,587.8362
1,2017-12-07 15,616.0548
1,2017-12-07 16,593.29846
1,2017-12-07 17,919.85614
1,2017-12-07 18,882.5006
1,2017-12-07 19,647.67755
1,2017-12-07 20,592.0373
1,2017-12-07 21,580.1661
1,2017-12-07 22,553.7793
1,2017-12-07 23,431.24033
1,2017-12-08 00,543.3237
1,2017-12-08 01,394.7558
1,2017-12-08 02,254.88744
1,2017-12-08 03,311.03925
1,2017-12-08 04,260.5178
1,2017-12-08 05,277.1252
1,2017-12-08 06,261.64194
1,2017-12-08 07,534.256
1,2017-12-08 08,705.5165
1,2017-12-08 09,719.295
1,2017-12-08 10,577.50964
1,2017-12-08 11,806.4736
1,2017-12-08 12,1150.9658
1,2017-12-08 13,902.24475
1,2017-12-08 14,585.8096
1,2017-12-08 15,680.27246
1,2017-12-08 16,574.95197
1,2017-12-08 17,830.63403
1,2017-12-08 18,813.78577
1,2017-12-08 19,629.57874
1,2017-12-08 20,575.84106
1,2017-12-08 21,557.81323
1,2017-12-08 22,577.43243
1,2017-12-08 23,380.98764
1,2017-12-09 00,369.41238
1,2017-12-09 01,522.8683
1,2017-12-09 02,377.09192
1,2017-12-09 03,352.47742
1,2017-12-09 04,292.28696
1,2017-12-09 05,324.9183
1,2017-12-09 06,290.7662
1,2017-12-09 07,311.5639
1,2017-12-09 08,539.17084
1,2017-12-09 09,574.4514
1,2017-12-09 10,540.904
1,2017-12-09 11,780.2639
1,2017-12-09 12,1038.155
1,2017-12-09 13,777.2867
1,2017-12-09 14,577.3823
1,2017-12-09 15,514.055
1,2017-12-09 16,575.39667
1,2017-12-09 17,774.356
1,2017-12-09 18,773.776
1,2017-12-09 19,598.6695
1,2017-12-09 20,553.9313
1,2017-12-09 21,547.6934
1,2017-12-09 22,582.10254
1,2017-12-09 23,408.46796
1,2017-12-10 00,460.34668
1,2017-12-10 01,535.73517
