loc_id,time_stamp,num_of_people
1,2017-12-01 00,746
2,2017-12-01 00,877
3,2017-12-01 00,202
4,2017-12-01 00,212
5,2017-12-01 00,328
6,2017-12-01 00,427
7,2017-12-01 00,215
8,2017-12-01 00,101
9,2017-12-01 00,453
10,2017-12-01 00,29
11,2017-12-01 00,432
12,2017-12-01 00,111
13,2017-12-01 00,70
14,2017-12-01 00,28
15,2017-12-01 00,19
16,2017-12-01 00,9
17,2017-12-01 00,526
18,2017-12-01 00,691
19,2017-12-01 00,413
20,2017-12-01 00,45
21,2017-12-01 00,375
22,2017-12-01 00,7
23,2017-12-01 00,507
24,2017-12-01 00,19
25,2017-12-01 00,565
26,2017-12-01 00,49
27,2017-12-01 00,28
28,2017-12-01 00,472
29,2017-12-01 00,34
30,2017-12-01 00,592
31,2017-12-01 00,237
32,2017-12-01 00,87
33,2017-12-01 00,20
1,2017-12-01 01,427
2,2017-12-01 01,904
3,2017-12-01 01,36
4,2017-12-01 01,148
5,2017-12-01 01,171
6,2017-12-01 01,203
7,2017-12-01 01,124
8,2017-12-01 01,27
9,2017-12-01 01,348
10,2017-12-01 01,9
11,2017-12-01 01,245
12,2017-12-01 01,38
13,2017-12-01 01,26
14,2017-12-01 01,25
15,2017-12-01 01,14
16,2017-12-01 01,6
17,2017-12-01 01,189
18,2017-12-01 01,388
19,2017-12-01 01,277
20,2017-12-01 01,27
21,2017-12-01 01,410
22,2017-12-01 01,5
23,2017-12-01 01,342
24,2017-12-01 01,5
25,2017-12-01 01,480
26,2017-12-01 01,27
27,2017-12-01 01,30
28,2017-12-01 01,244
29,2017-12-01 01,10
30,2017-12-01 01,569
31,2017-12-01 01,94
32,2017-12-01 01,9
33,2017-12-01 01,24
1,2017-12-01 02,224
2,2017-12-01 02,965
3,2017-12-01 02,19
4,2017-12-01 02,111
5,2017-12-01 02,141
6,2017-12-01 02,194
7,2017-12-01 02,73
8,2017-12-01 02,18
9,2017-12-01 02,263
10,2017-12-01 02,6
11,2017-12-01 02,255
12,2017-12-01 02,20
13,2017-12-01 02,18
14,2017-12-01 02,24
15,2017-12-01 02,11
16,2017-12-01 02,5
17,2017-12-01 02,108
18,2017-12-01 02,179
19,2017-12-01 02,232
20,2017-12-01 02,36
21,2017-12-01 02,302
22,2017-12-01 02,3
23,2017-12-01 02,340
24,2017-12-01 02,3
25,2017-12-01 02,370
26,2017-12-01 02,12
27,2017-12-01 02,18
28,2017-12-01 02,134
29,2017-12-01 02,6
30,2017-12-01 02,403
31,2017-12-01 02,74
32,2017-12-01 02,6
33,2017-12-01 02,16
1,2017-12-01 03,332
2,2017-12-01 03,755
3,2017-12-01 03,16
4,2017-12-01 03,56
5,2017-12-01 03,184
6,2017-12-01 03,151
7,2017-12-01 03,70
8,2017-12-01 03,24
9,2017-12-01 03,144
10,2017-12-01 03,4
11,2017-12-01 03,189
12,2017-12-01 03,21
13,2017-12-01 03,14
14,2017-12-01 03,36
15,2017-12-01 03,12
16,2017-12-01 03,8
17,2017-12-01 03,213
18,2017-12-01 03,276
19,2017-12-01 03,141
20,2017-12-01 03,21
21,2017-12-01 03,193
22,2017-12-01 03,5
23,2017-12-01 03,266
24,2017-12-01 03,3
25,2017-12-01 03,189
26,2017-12-01 03,13
27,2017-12-01 03,25
28,2017-12-01 03,156
29,2017-12-01 03,5
30,2017-12-01 03,501
31,2017-12-01 03,39
32,2017-12-01 03,6
33,2017-12-01 03,26
1,2017-12-01 04,276
2,2017-12-01 04,919
3,2017-12-01 04,21
4,2017-12-01 04,90
5,2017-12-01 04,149
6,2017-12-01 04,182
7,2017-12-01 04,61
8,2017-12-01 04,34
9,2017-12-01 04,121
10,2017-12-01 04,15
11,2017-12-01 04,236
12,2017-12-01 04,35
