time_stamp,loc_id,date,hour,week,holiday,week_num,data_mean_week_hour,data_median_week_hour,data_var_week_hour
2017-12-01 00:00:00,1,2017-12-01,0,4,0,13,603.2,660.0,45052.7
2017-12-01 00:00:00,2,2017-12-01,0,4,0,13,781.6,750.0,55360.8
2017-12-01 00:00:00,3,2017-12-01,0,4,0,13,172.8,128.0,19964.7
2017-12-01 00:00:00,4,2017-12-01,0,4,0,13,220.4,189.0,26212.300000000003
2017-12-01 00:00:00,5,2017-12-01,0,4,0,13,275.4,259.0,8716.8
2017-12-01 00:00:00,6,2017-12-01,0,4,0,13,398.0,371.0,43179.5
2017-12-01 00:00:00,7,2017-12-01,0,4,0,13,198.0,206.0,7606.5
2017-12-01 00:00:00,8,2017-12-01,0,4,0,13,88.6,78.0,1626.8
2017-12-01 00:00:00,9,2017-12-01,0,4,0,13,434.6,418.0,5231.8
2017-12-01 00:00:00,10,2017-12-01,0,4,0,13,30.2,29.0,290.70000000000005
2017-12-01 00:00:00,11,2017-12-01,0,4,0,13,405.6,419.0,6697.3
2017-12-01 00:00:00,12,2017-12-01,0,4,0,13,111.2,89.0,3073.7000000000003
2017-12-01 00:00:00,13,2017-12-01,0,4,0,13,72.6,54.0,1147.8000000000002
2017-12-01 00:00:00,14,2017-12-01,0,4,0,13,41.0,42.0,840.0
2017-12-01 00:00:00,15,2017-12-01,0,4,0,13,21.4,23.0,42.300000000000004
2017-12-01 00:00:00,16,2017-12-01,0,4,0,13,11.4,8.0,41.3
2017-12-01 00:00:00,17,2017-12-01,0,4,0,13,406.2,394.0,46882.7
2017-12-01 00:00:00,18,2017-12-01,0,4,0,13,637.0,623.0,18583.5
2017-12-01 00:00:00,19,2017-12-01,0,4,0,13,398.8,392.0,3300.7
2017-12-01 00:00:00,20,2017-12-01,0,4,0,13,41.6,47.0,216.8
2017-12-01 00:00:00,21,2017-12-01,0,4,0,13,420.8,474.0,75263.20000000001
2017-12-01 00:00:00,22,2017-12-01,0,4,0,13,5.25,5.0,4.916666666666667
2017-12-01 00:00:00,23,2017-12-01,0,4,0,13,532.6,563.0,10758.3
2017-12-01 00:00:00,24,2017-12-01,0,4,0,13,14.6,9.0,256.29999999999995
2017-12-01 00:00:00,25,2017-12-01,0,4,0,13,507.8,565.0,119864.7
2017-12-01 00:00:00,26,2017-12-01,0,4,0,13,53.8,43.0,469.20000000000005
2017-12-01 00:00:00,27,2017-12-01,0,4,0,13,23.4,24.0,62.80000000000001
2017-12-01 00:00:00,28,2017-12-01,0,4,0,13,338.2,232.0,55910.2
2017-12-01 00:00:00,29,2017-12-01,0,4,0,13,39.2,28.0,486.7
2017-12-01 00:00:00,30,2017-12-01,0,4,0,13,491.4,407.0,74455.3
2017-12-01 00:00:00,31,2017-12-01,0,4,0,13,217.6,242.0,5966.299999999999
2017-12-01 00:00:00,32,2017-12-01,0,4,0,13,61.6,19.0,8471.300000000001
2017-12-01 00:00:00,33,2017-12-01,0,4,0,13,20.4,21.0,11.3
2017-12-01 01:00:00,1,2017-12-01,1,4,0,13,420.6,427.0,3455.3
2017-12-01 01:00:00,2,2017-12-01,1,4,0,13,865.4,957.0,40997.3
2017-12-01 01:00:00,3,2017-12-01,1,4,0,13,46.2,38.0,1104.2
2017-12-01 01:00:00,4,2017-12-01,1,4,0,13,174.0,148.0,6344.0
2017-12-01 01:00:00,5,2017-12-01,1,4,0,13,151.4,151.0,1150.8
2017-12-01 01:00:00,6,2017-12-01,1,4,0,13,189.8,162.0,6093.699999999999
2017-12-01 01:00:00,7,2017-12-01,1,4,0,13,120.0,111.0,2025.0
2017-12-01 01:00:00,8,2017-12-01,1,4,0,13,24.0,20.0,191.5
2017-12-01 01:00:00,9,2017-12-01,1,4,0,13,312.2,356.0,16560.2
2017-12-01 01:00:00,10,2017-12-01,1,4,0,13,9.8,10.0,5.2
2017-12-01 01:00:00,11,2017-12-01,1,4,0,13,239.4,232.0,2377.8
2017-12-01 01:00:00,12,2017-12-01,1,4,0,13,40.6,36.0,419.3
2017-12-01 01:00:00,13,2017-12-01,1,4,0,13,29.2,32.0,49.7
2017-12-01 01:00:00,14,2017-12-01,1,4,0,13,45.6,34.0,1865.3000000000002
2017-12-01 01:00:00,15,2017-12-01,1,4,0,13,13.0,11.0,48.5
2017-12-01 01:00:00,16,2017-12-01,1,4,0,13,6.8,6.0,7.699999999999999
2017-12-01 01:00:00,17,2017-12-01,1,4,0,13,164.4,165.0,2307.8
2017-12-01 01:00:00,18,2017-12-01,1,4,0,13,368.0,420.0,25749.5
2017-12-01 01:00:00,19,2017-12-01,1,4,0,13,242.6,207.0,5374.8
2017-12-01 01:00:00,20,2017-12-01,1,4,0,13,23.6,17.0,255.29999999999998
2017-12-01 01:00:00,21,2017-12-01,1,4,0,13,488.25,430.0,30092.25
2017-12-01 01:00:00,22,2017-12-01,1,4,0,13,4.0,4.0,3.3333333333333335
2017-12-01 01:00:00,23,2017-12-01,1,4,0,13,399.6,414.0,18268.3
2017-12-01 01:00:00,24,2017-12-01,1,4,0,13,3.6,4.0,6.8
2017-12-01 01:00:00,25,2017-12-01,1,4,0,13,528.75,510.5,14233.583333333334
2017-12-01 01:00:00,26,2017-12-01,1,4,0,13,30.0,34.0,108.5
2017-12-01 01:00:00,27,2017-12-01,1,4,0,13,24.8,21.0,188.20000000000002
2017-12-01 01:00:00,28,2017-12-01,1,4,0,13,173.0,112.0,17302.0
2017-12-01 01:00:00,29,2017-12-01,1,4,0,13,10.8,11.0,12.2
2017-12-01 01:00:00,30,2017-12-01,1,4,0,13,436.8,307.0,70673.20000000001
2017-12-01 01:00:00,31,2017-12-01,1,4,0,13,112.0,84.0,2726.5
2017-12-01 01:00:00,32,2017-12-01,1,4,0,13,11.2,10.0,50.699999999999996
2017-12-01 01:00:00,33,2017-12-01,1,4,0,13,22.2,17.0,125.69999999999999
2017-12-01 02:00:00,1,2017-12-01,2,4,0,13,268.4,278.0,2632.3
2017-12-01 02:00:00,2,2017-12-01,2,4,0,13,904.0,786.0,90414.5
2017-12-01 02:00:00,3,2017-12-01,2,4,0,13,34.2,20.0,1563.2
2017-12-01 02:00:00,4,2017-12-01,2,4,0,13,134.0,111.5,7631.333333333333
2017-12-01 02:00:00,5,2017-12-01,2,4,0,13,119.8,112.0,4322.7
2017-12-01 02:00:00,6,2017-12-01,2,4,0,13,187.8,184.0,2043.7
2017-12-01 02:00:00,7,2017-12-01,2,4,0,13,77.0,64.0,1748.5
2017-12-01 02:00:00,8,2017-12-01,2,4,0,13,14.8,12.0,99.7
2017-12-01 02:00:00,9,2017-12-01,2,4,0,13,229.8,290.0,19742.199999999997
2017-12-01 02:00:00,10,2017-12-01,2,4,0,13,5.8,6.0,2.2000000000000006
2017-12-01 02:00:00,11,2017-12-01,2,4,0,13,229.6,227.0,3190.7999999999997
2017-12-01 02:00:00,12,2017-12-01,2,4,0,13,16.2,14.0,70.2
2017-12-01 02:00:00,13,2017-12-01,2,4,0,13,18.2,13.0,67.7
2017-12-01 02:00:00,14,2017-12-01,2,4,0,13,33.2,19.0,775.7
2017-12-01 02:00:00,15,2017-12-01,2,4,0,13,11.2,10.0,27.700000000000003
2017-12-01 02:00:00,16,2017-12-01,2,4,0,13,6.8,6.0,6.7
2017-12-01 02:00:00,17,2017-12-01,2,4,0,13,114.6,122.0,1834.8000000000002
2017-12-01 02:00:00,18,2017-12-01,2,4,0,13,221.4,207.0,777.3000000000001
2017-12-01 02:00:00,19,2017-12-01,2,4,0,13,183.4,162.0,8879.8
2017-12-01 02:00:00,20,2017-12-01,2,4,0,13,32.4,24.0,753.3
2017-12-01 02:00:00,21,2017-12-01,2,4,0,13,297.75,302.5,8000.25
2017-12-01 02:00:00,22,2017-12-01,2,4,0,13,3.0,2.0,3.5
2017-12-01 02:00:00,23,2017-12-01,2,4,0,13,392.0,368.0,5983.5
2017-12-01 02:00:00,24,2017-12-01,2,4,0,13,3.0,3.0,3.3333333333333335
2017-12-01 02:00:00,25,2017-12-01,2,4,0,13,446.0,448.0,8928.666666666666
2017-12-01 02:00:00,26,2017-12-01,2,4,0,13,11.2,12.0,32.7
2017-12-01 02:00:00,27,2017-12-01,2,4,0,13,18.6,22.0,43.3
2017-12-01 02:00:00,28,2017-12-01,2,4,0,13,107.0,82.0,4971.0
2017-12-01 02:00:00,29,2017-12-01,2,4,0,13,5.4,4.0,15.8
2017-12-01 02:00:00,30,2017-12-01,2,4,0,13,381.0,280.0,91722.5
2017-12-01 02:00:00,31,2017-12-01,2,4,0,13,81.8,75.0,1395.1999999999998
2017-12-01 02:00:00,32,2017-12-01,2,4,0,13,7.4,4.0,32.3
2017-12-01 02:00:00,33,2017-12-01,2,4,0,13,16.0,17.0,5.5
2017-12-01 03:00:00,1,2017-12-01,3,4,0,13,322.6,276.0,13623.3
2017-12-01 03:00:00,2,2017-12-01,3,4,0,13,932.6,906.0,148615.30000000002
2017-12-01 03:00:00,3,2017-12-01,3,4,0,13,29.0,18.0,1123.0
2017-12-01 03:00:00,4,2017-12-01,3,4,0,13,79.0,87.0,757.5
2017-12-01 03:00:00,5,2017-12-01,3,4,0,13,186.2,133.0,12267.699999999999
2017-12-01 03:00:00,6,2017-12-01,3,4,0,13,163.8,154.0,1601.6999999999998
2017-12-01 03:00:00,7,2017-12-01,3,4,0,13,72.4,72.0,1000.8
2017-12-01 03:00:00,8,2017-12-01,3,4,0,13,23.8,19.0,358.70000000000005
2017-12-01 03:00:00,9,2017-12-01,3,4,0,13,180.4,214.0,10932.300000000001
2017-12-01 03:00:00,10,2017-12-01,3,4,0,13,4.0,5.0,8.0
2017-12-01 03:00:00,11,2017-12-01,3,4,0,13,194.2,187.0,2814.2000000000003
2017-12-01 03:00:00,12,2017-12-01,3,4,0,13,24.8,22.0,153.2
2017-12-01 03:00:00,13,2017-12-01,3,4,0,13,15.8,14.0,31.700000000000003
2017-12-01 03:00:00,14,2017-12-01,3,4,0,13,30.2,16.0,725.1999999999999
2017-12-01 03:00:00,15,2017-12-01,3,4,0,13,11.2,11.0,19.700000000000003
2017-12-01 03:00:00,16,2017-12-01,3,4,0,13,7.8,9.0,7.7
2017-12-01 03:00:00,17,2017-12-01,3,4,0,13,174.2,91.0,34798.7
2017-12-01 03:00:00,18,2017-12-01,3,4,0,13,269.8,208.0,11794.7
2017-12-01 03:00:00,19,2017-12-01,3,4,0,13,148.0,150.0,3364.0
2017-12-01 03:00:00,20,2017-12-01,3,4,0,13,20.8,16.0,148.70000000000002
2017-12-01 03:00:00,21,2017-12-01,3,4,0,13,297.4,285.0,35278.8
2017-12-01 03:00:00,22,2017-12-01,3,4,0,13,3.75,4.0,4.916666666666667
2017-12-01 03:00:00,23,2017-12-01,3,4,0,13,368.0,390.0,2384.5
2017-12-01 03:00:00,24,2017-12-01,3,4,0,13,4.666666666666667,6.0,10.333333333333332
2017-12-01 03:00:00,25,2017-12-01,3,4,0,13,314.2,312.0,28685.199999999997
2017-12-01 03:00:00,26,2017-12-01,3,4,0,13,14.8,8.0,150.7
2017-12-01 03:00:00,27,2017-12-01,3,4,0,13,24.0,18.0,214.5
2017-12-01 03:00:00,28,2017-12-01,3,4,0,13,142.2,61.0,33282.700000000004
2017-12-01 03:00:00,29,2017-12-01,3,4,0,13,4.8,4.0,8.700000000000001
2017-12-01 03:00:00,30,2017-12-01,3,4,0,13,437.0,252.0,155251.0
2017-12-01 03:00:00,31,2017-12-01,3,4,0,13,58.0,52.0,207.5
2017-12-01 03:00:00,32,2017-12-01,3,4,0,13,7.6,8.0,28.3
2017-12-01 03:00:00,33,2017-12-01,3,4,0,13,24.6,16.0,374.3
2017-12-01 04:00:00,1,2017-12-01,4,4,0,13,283.8,279.0,2639.2
2017-12-01 04:00:00,2,2017-12-01,4,4,0,13,993.0,864.0,193526.0
2017-12-01 04:00:00,3,2017-12-01,4,4,0,13,34.4,22.0,1247.3000000000002
2017-12-01 04:00:00,4,2017-12-01,4,4,0,13,111.6,105.0,1088.3
2017-12-01 04:00:00,5,2017-12-01,4,4,0,13,168.6,174.0,5594.799999999999
2017-12-01 04:00:00,6,2017-12-01,4,4,0,13,160.4,146.0,3398.3
2017-12-01 04:00:00,7,2017-12-01,4,4,0,13,55.8,53.0,96.7
2017-12-01 04:00:00,8,2017-12-01,4,4,0,13,25.8,26.0,23.7
2017-12-01 04:00:00,9,2017-12-01,4,4,0,13,149.8,117.0,10359.7
2017-12-01 04:00:00,10,2017-12-01,4,4,0,13,14.8,12.0,43.699999999999996
2017-12-01 04:00:00,11,2017-12-01,4,4,0,13,204.4,206.0,4098.3
2017-12-01 04:00:00,12,2017-12-01,4,4,0,13,29.0,33.0,86.5
2017-12-01 04:00:00,13,2017-12-01,4,4,0,13,18.4,16.0,45.3
2017-12-01 04:00:00,14,2017-12-01,4,4,0,13,32.8,16.0,937.2
2017-12-01 04:00:00,15,2017-12-01,4,4,0,13,12.0,10.0,32.5
