loc_id,time_stamp,num_of_people
1,2017-11-01 00,177
2,2017-11-01 00,222
3,2017-11-01 00,92
4,2017-11-01 00,99
5,2017-11-01 00,191
6,2017-11-01 00,145
7,2017-11-01 00,81
8,2017-11-01 00,65
9,2017-11-01 00,97
10,2017-11-01 00,21
11,2017-11-01 00,259
12,2017-11-01 00,87
13,2017-11-01 00,76
14,2017-11-01 00,8
15,2017-11-01 00,18
16,2017-11-01 00,14
17,2017-11-01 00,300
18,2017-11-01 00,409
19,2017-11-01 00,163
20,2017-11-01 00,57
21,2017-11-01 00,164
22,2017-11-01 00,5
23,2017-11-01 00,289
24,2017-11-01 00,9
25,2017-11-01 00,174
26,2017-11-01 00,54
27,2017-11-01 00,25
28,2017-11-01 00,173
29,2017-11-01 00,24
30,2017-11-01 00,490
31,2017-11-01 00,99
32,2017-11-01 00,44
33,2017-11-01 00,28
1,2017-11-01 01,94
2,2017-11-01 01,186
3,2017-11-01 01,94
4,2017-11-01 01,31
5,2017-11-01 01,95
6,2017-11-01 01,63
7,2017-11-01 01,50
8,2017-11-01 01,22
9,2017-11-01 01,57
10,2017-11-01 01,4
11,2017-11-01 01,187
12,2017-11-01 01,41
13,2017-11-01 01,12
14,2017-11-01 01,20
15,2017-11-01 01,6
16,2017-11-01 01,7
17,2017-11-01 01,143
18,2017-11-01 01,257
19,2017-11-01 01,144
20,2017-11-01 01,37
21,2017-11-01 01,125
22,2017-11-01 01,20
23,2017-11-01 01,215
24,2017-11-01 01,20
25,2017-11-01 01,157
26,2017-11-01 01,11
27,2017-11-01 01,10
28,2017-11-01 01,79
29,2017-11-01 01,20
30,2017-11-01 01,239
31,2017-11-01 01,49
32,2017-11-01 01,72
33,2017-11-01 01,11
1,2017-11-01 02,82
2,2017-11-01 02,188
3,2017-11-01 02,91
4,2017-11-01 02,35
5,2017-11-01 02,91
6,2017-11-01 02,62
7,2017-11-01 02,27
8,2017-11-01 02,8
9,2017-11-01 02,50
10,2017-11-01 02,20
11,2017-11-01 02,126
12,2017-11-01 02,35
13,2017-11-01 02,8
14,2017-11-01 02,20
15,2017-11-01 02,7
16,2017-11-01 02,4
17,2017-11-01 02,122
18,2017-11-01 02,210
19,2017-11-01 02,132
20,2017-11-01 02,26
21,2017-11-01 02,103
22,2017-11-01 02,3
23,2017-11-01 02,166
24,2017-11-01 02,1
25,2017-11-01 02,132
26,2017-11-01 02,8
27,2017-11-01 02,10
28,2017-11-01 02,72
29,2017-11-01 02,20
30,2017-11-01 02,256
31,2017-11-01 02,62
32,2017-11-01 02,100
33,2017-11-01 02,8
1,2017-11-01 03,68
2,2017-11-01 03,139
3,2017-11-01 03,54
4,2017-11-01 03,17
5,2017-11-01 03,72
6,2017-11-01 03,42
7,2017-11-01 03,28
8,2017-11-01 03,2
9,2017-11-01 03,19
10,2017-11-01 03,20
11,2017-11-01 03,97
12,2017-11-01 03,24
13,2017-11-01 03,1
14,2017-11-01 03,20
15,2017-11-01 03,20
16,2017-11-01 03,21
17,2017-11-01 03,60
18,2017-11-01 03,187
19,2017-11-01 03,84
20,2017-11-01 03,20
21,2017-11-01 03,104
22,2017-11-01 03,20
23,2017-11-01 03,113
24,2017-11-01 03,20
25,2017-11-01 03,102
26,2017-11-01 03,1
27,2017-11-01 03,20
28,2017-11-01 03,22
29,2017-11-01 03,20
30,2017-11-01 03,254
31,2017-11-01 03,36
32,2017-11-01 03,28
33,2017-11-01 03,20
1,2017-11-01 04,79
2,2017-11-01 04,155
3,2017-11-01 04,79
4,2017-11-01 04,12
5,2017-11-01 04,78
6,2017-11-01 04,36
7,2017-11-01 04,21
8,2017-11-01 04,10
9,2017-11-01 04,18
10,2017-11-01 04,20
11,2017-11-01 04,98
12,2017-11-01 04,22
13,2017-11-01 04,1
14,2017-11-01 04,20
15,2017-11-01 04,1
16,2017-11-01 04,49
17,2017-11-01 04,56
18,2017-11-01 04,205
19,2017-11-01 04,87
20,2017-11-01 04,18
21,2017-11-01 04,88
22,2017-11-01 04,20
23,2017-11-01 04,111
24,2017-11-01 04,20
25,2017-11-01 04,76
26,2017-11-01 04,1
27,2017-11-01 04,10
28,2017-11-01 04,20
29,2017-11-01 04,20
30,2017-11-01 04,255
31,2017-11-01 04,25
32,2017-11-01 04,53
33,2017-11-01 04,4
1,2017-11-01 05,71
2,2017-11-01 05,151
3,2017-11-01 05,104
4,2017-11-01 05,35
5,2017-11-01 05,71
6,2017-11-01 05,33
7,2017-11-01 05,20
8,2017-11-01 05,97
9,2017-11-01 05,24
10,2017-11-01 05,12
11,2017-11-01 05,115
12,2017-11-01 05,113
13,2017-11-01 05,3
14,2017-11-01 05,20
15,2017-11-01 05,9
16,2017-11-01 05,55
17,2017-11-01 05,55
18,2017-11-01 05,263
19,2017-11-01 05,86
20,2017-11-01 05,23
21,2017-11-01 05,103
22,2017-11-01 05,20
23,2017-11-01 05,135
24,2017-11-01 05,20
25,2017-11-01 05,94
26,2017-11-01 05,9
27,2017-11-01 05,11
28,2017-11-01 05,23
29,2017-11-01 05,37
30,2017-11-01 05,346
31,2017-11-01 05,53
32,2017-11-01 05,42
33,2017-11-01 05,9
1,2017-11-01 06,152
2,2017-11-01 06,206
3,2017-11-01 06,203
4,2017-11-01 06,178
5,2017-11-01 06,136
6,2017-11-01 06,141
7,2017-11-01 06,63
8,2017-11-01 06,495
9,2017-11-01 06,54
10,2017-11-01 06,162
11,2017-11-01 06,201
12,2017-11-01 06,586
13,2017-11-01 06,90
14,2017-11-01 06,58
15,2017-11-01 06,93
16,2017-11-01 06,94
17,2017-11-01 06,161
18,2017-11-01 06,308
19,2017-11-01 06,145
20,2017-11-01 06,62
21,2017-11-01 06,195
22,2017-11-01 06,19
23,2017-11-01 06,202
24,2017-11-01 06,106
25,2017-11-01 06,141
26,2017-11-01 06,100
27,2017-11-01 06,71
28,2017-11-01 06,117
29,2017-11-01 06,207
30,2017-11-01 06,416
31,2017-11-01 06,201
32,2017-11-01 06,85
33,2017-11-01 06,92
1,2017-11-01 07,466
2,2017-11-01 07,627
3,2017-11-01 07,981
4,2017-11-01 07,508
5,2017-11-01 07,386
6,2017-11-01 07,554
7,2017-11-01 07,246
8,2017-11-01 07,2601
9,2017-11-01 07,191
10,2017-11-01 07,1188
11,2017-11-01 07,592
12,2017-11-01 07,2886
13,2017-11-01 07,387
14,2017-11-01 07,375
15,2017-11-01 07,431
16,2017-11-01 07,441
17,2017-11-01 07,584
18,2017-11-01 07,545
19,2017-11-01 07,564
20,2017-11-01 07,293
21,2017-11-01 07,593
22,2017-11-01 07,176
23,2017-11-01 07,420
24,2017-11-01 07,639
25,2017-11-01 07,635
26,2017-11-01 07,389
27,2017-11-01 07,441
28,2017-11-01 07,487
29,2017-11-01 07,1525
30,2017-11-01 07,786
31,2017-11-01 07,1050
32,2017-11-01 07,379
33,2017-11-01 07,492
1,2017-11-01 08,655
2,2017-11-01 08,649
3,2017-11-01 08,1533
4,2017-11-01 08,716
5,2017-11-01 08,493
6,2017-11-01 08,833
7,2017-11-01 08,308
8,2017-11-01 08,3608
9,2017-11-01 08,242
10,2017-11-01 08,1784
11,2017-11-01 08,658
12,2017-11-01 08,4017
13,2017-11-01 08,459
14,2017-11-01 08,677
15,2017-11-01 08,528
16,2017-11-01 08,821
17,2017-11-01 08,932
18,2017-11-01 08,744
19,2017-11-01 08,533
20,2017-11-01 08,1416
21,2017-11-01 08,783
22,2017-11-01 08,219
23,2017-11-01 08,372
24,2017-11-01 08,1009
25,2017-11-01 08,946
26,2017-11-01 08,474
27,2017-11-01 08,813
28,2017-11-01 08,831
29,2017-11-01 08,2200
30,2017-11-01 08,825
31,2017-11-01 08,1592
32,2017-11-01 08,617
33,2017-11-01 08,856
1,2017-11-01 09,554
2,2017-11-01 09,489
3,2017-11-01 09,1362
4,2017-11-01 09,684
5,2017-11-01 09,449
6,2017-11-01 09,723
7,2017-11-01 09,298
8,2017-11-01 09,3042
9,2017-11-01 09,231
10,2017-11-01 09,925
11,2017-11-01 09,514
12,2017-11-01 09,3075
13,2017-11-01 09,393
14,2017-11-01 09,792
15,2017-11-01 09,611
16,2017-11-01 09,900
17,2017-11-01 09,835
18,2017-11-01 09,438
19,2017-11-01 09,378
20,2017-11-01 09,1657
21,2017-11-01 09,773
22,2017-11-01 09,353
23,2017-11-01 09,382
24,2017-11-01 09,1184
25,2017-11-01 09,729
26,2017-11-01 09,440
27,2017-11-01 09,971
28,2017-11-01 09,715
29,2017-11-01 09,1389
30,2017-11-01 09,785
31,2017-11-01 09,1348
32,2017-11-01 09,522
33,2017-11-01 09,875
1,2017-11-01 10,434
2,2017-11-01 10,333
3,2017-11-01 10,1125
4,2017-11-01 10,538
5,2017-11-01 10,393
6,2017-11-01 10,440
7,2017-11-01 10,210
8,2017-11-01 10,2333
9,2017-11-01 10,184
10,2017-11-01 10,931
11,2017-11-01 10,448
12,2017-11-01 10,2437
13,2017-11-01 10,306
14,2017-11-01 10,712
15,2017-11-01 10,529
16,2017-11-01 10,855
17,2017-11-01 10,558
18,2017-11-01 10,393
19,2017-11-01 10,280
20,2017-11-01 10,1545
21,2017-11-01 10,596
22,2017-11-01 10,218
23,2017-11-01 10,333
24,2017-11-01 10,914
25,2017-11-01 10,568
26,2017-11-01 10,379
27,2017-11-01 10,788
28,2017-11-01 10,495
29,2017-11-01 10,1160
30,2017-11-01 10,806
31,2017-11-01 10,1052
32,2017-11-01 10,421
33,2017-11-01 10,811
1,2017-11-01 11,672
2,2017-11-01 11,645
3,2017-11-01 11,1685
4,2017-11-01 11,842
5,2017-11-01 11,571
6,2017-11-01 11,791
7,2017-11-01 11,435
8,2017-11-01 11,5627
9,2017-11-01 11,333
10,2017-11-01 11,3075
11,2017-11-01 11,754
12,2017-11-01 11,6295
13,2017-11-01 11,495
14,2017-11-01 11,652
15,2017-11-01 11,591
16,2017-11-01 11,1148
17,2017-11-01 11,956
18,2017-11-01 11,443
19,2017-11-01 11,558
20,2017-11-01 11,1931
21,2017-11-01 11,935
22,2017-11-01 11,371
23,2017-11-01 11,507
24,2017-11-01 11,1263
25,2017-11-01 11,966
26,2017-11-01 11,602
27,2017-11-01 11,981
28,2017-11-01 11,811
29,2017-11-01 11,3156
30,2017-11-01 11,908
31,2017-11-01 11,1746
32,2017-11-01 11,662
33,2017-11-01 11,967
1,2017-11-01 12,939
2,2017-11-01 12,1081
3,2017-11-01 12,2165
4,2017-11-01 12,1019
5,2017-11-01 12,826
6,2017-11-01 12,1266
7,2017-11-01 12,488
8,2017-11-01 12,6294
9,2017-11-01 12,349
10,2017-11-01 12,3424
11,2017-11-01 12,1081
12,2017-11-01 12,7675
13,2017-11-01 12,643
14,2017-11-01 12,526
15,2017-11-01 12,760
16,2017-11-01 12,836
17,2017-11-01 12,1497
18,2017-11-01 12,516
19,2017-11-01 12,978
20,2017-11-01 12,1244
21,2017-11-01 12,1191
22,2017-11-01 12,281
23,2017-11-01 12,617
24,2017-11-01 12,1107
25,2017-11-01 12,1453
26,2017-11-01 12,803
27,2017-11-01 12,878
28,2017-11-01 12,1190
29,2017-11-01 12,3464
30,2017-11-01 12,948
31,2017-11-01 12,2095
32,2017-11-01 12,937
33,2017-11-01 12,881
1,2017-11-01 13,545
2,2017-11-01 13,701
3,2017-11-01 13,1510
4,2017-11-01 13,709
5,2017-11-01 13,514
6,2017-11-01 13,822
7,2017-11-01 13,335
8,2017-11-01 13,3135
9,2017-11-01 13,248
10,2017-11-01 13,1565
11,2017-11-01 13,763
12,2017-11-01 13,3145
13,2017-11-01 13,532
14,2017-11-01 13,458
15,2017-11-01 13,655
16,2017-11-01 13,837
17,2017-11-01 13,977
18,2017-11-01 13,395
19,2017-11-01 13,586
20,2017-11-01 13,1535
21,2017-11-01 13,877
22,2017-11-01 13,222
23,2017-11-01 13,466
24,2017-11-01 13,809
25,2017-11-01 13,1000
26,2017-11-01 13,585
27,2017-11-01 13,1032
28,2017-11-01 13,802
29,2017-11-01 13,1654
30,2017-11-01 13,724
31,2017-11-01 13,1558
32,2017-11-01 13,589
33,2017-11-01 13,960
1,2017-11-01 14,523
2,2017-11-01 14,533
3,2017-11-01 14,1500
4,2017-11-01 14,817
5,2017-11-01 14,459
6,2017-11-01 14,650
7,2017-11-01 14,290
8,2017-11-01 14,2240
9,2017-11-01 14,185
10,2017-11-01 14,1021
11,2017-11-01 14,546
12,2017-11-01 14,2306
13,2017-11-01 14,524
14,2017-11-01 14,492
15,2017-11-01 14,574
16,2017-11-01 14,885
17,2017-11-01 14,893
18,2017-11-01 14,361
19,2017-11-01 14,415
20,2017-11-01 14,2353
21,2017-11-01 14,1007
22,2017-11-01 14,268
23,2017-11-01 14,369
24,2017-11-01 14,806
25,2017-11-01 14,1164
26,2017-11-01 14,534
27,2017-11-01 14,906
28,2017-11-01 14,703
29,2017-11-01 14,1222
30,2017-11-01 14,479
31,2017-11-01 14,1383
32,2017-11-01 14,593
33,2017-11-01 14,854
1,2017-11-01 15,413
2,2017-11-01 15,367
3,2017-11-01 15,1152
4,2017-11-01 15,493
5,2017-11-01 15,445
6,2017-11-01 15,563
7,2017-11-01 15,245
8,2017-11-01 15,2128
9,2017-11-01 15,169
10,2017-11-01 15,685
11,2017-11-01 15,460
12,2017-11-01 15,2053
13,2017-11-01 15,331
14,2017-11-01 15,482
15,2017-11-01 15,568
16,2017-11-01 15,925
17,2017-11-01 15,667
18,2017-11-01 15,354
19,2017-11-01 15,321
20,2017-11-01 15,1606
21,2017-11-01 15,741
22,2017-11-01 15,273
23,2017-11-01 15,383
24,2017-11-01 15,679
25,2017-11-01 15,846
26,2017-11-01 15,385
27,2017-11-01 15,877
28,2017-11-01 15,573
29,2017-11-01 15,958
30,2017-11-01 15,498
31,2017-11-01 15,1041
32,2017-11-01 15,459
33,2017-11-01 15,783
1,2017-11-01 16,557
2,2017-11-01 16,399
3,2017-11-01 16,1115
4,2017-11-01 16,414
5,2017-11-01 16,527
6,2017-11-01 16,603
7,2017-11-01 16,206
8,2017-11-01 16,2195
9,2017-11-01 16,170
10,2017-11-01 16,1140
11,2017-11-01 16,481
12,2017-11-01 16,2151
13,2017-11-01 16,313
14,2017-11-01 16,401
15,2017-11-01 16,621
16,2017-11-01 16,910
17,2017-11-01 16,616
18,2017-11-01 16,399
19,2017-11-01 16,370
20,2017-11-01 16,1379
21,2017-11-01 16,590
22,2017-11-01 16,281
23,2017-11-01 16,338
24,2017-11-01 16,763
25,2017-11-01 16,632
26,2017-11-01 16,411
27,2017-11-01 16,905
28,2017-11-01 16,525
29,2017-11-01 16,1185
30,2017-11-01 16,586
31,2017-11-01 16,1131
32,2017-11-01 16,458
33,2017-11-01 16,890
1,2017-11-01 17,857
2,2017-11-01 17,833
3,2017-11-01 17,1837
4,2017-11-01 17,799
5,2017-11-01 17,703
6,2017-11-01 17,967
7,2017-11-01 17,416
8,2017-11-01 17,5181
9,2017-11-01 17,327
10,2017-11-01 17,2734
11,2017-11-01 17,932
12,2017-11-01 17,5213
13,2017-11-01 17,528
14,2017-11-01 17,483
15,2017-11-01 17,891
16,2017-11-01 17,1041
17,2017-11-01 17,1198
18,2017-11-01 17,504
19,2017-11-01 17,776
20,2017-11-01 17,2181
21,2017-11-01 17,997
22,2017-11-01 17,372
23,2017-11-01 17,666
24,2017-11-01 17,1408
25,2017-11-01 17,1183
26,2017-11-01 17,708
27,2017-11-01 17,868
28,2017-11-01 17,910
29,2017-11-01 17,2981
30,2017-11-01 17,850
31,2017-11-01 17,1867
32,2017-11-01 17,651
33,2017-11-01 17,962
1,2017-11-01 18,694
2,2017-11-01 18,764
3,2017-11-01 18,1819
4,2017-11-01 18,943
5,2017-11-01 18,636
6,2017-11-01 18,1143
7,2017-11-01 18,349
8,2017-11-01 18,5168
9,2017-11-01 18,249
10,2017-11-01 18,2295
11,2017-11-01 18,966
12,2017-11-01 18,5397
13,2017-11-01 18,647
14,2017-11-01 18,513
15,2017-11-01 18,850
16,2017-11-01 18,687
17,2017-11-01 18,1220
18,2017-11-01 18,468
19,2017-11-01 18,793
20,2017-11-01 18,1637
