time_stamp,loc_id,phone_num,hour,week,holiday,week_num,data_mean_week_hour,data_max_week_hour,data_min_week_hour,data_median_week_hour,temperature,pressure,humidity,wind_speed,weather,wind_u,wind_v,SSD,AQI,rate,PM2.5,PM10,SO2,CO,NO2,O3_8h,loc_hour,loc_week,loc_rate,loc_weather,hour_rate,hour_weather,hour_week,week_rate,week_weather,rate_weather
2017-09-11 00:00:00,1,129,0,0,0,2,133.33333333333334,179,92,129.0,21.8,1007.5,50,2.1,4,-1.134581574050296,-1.7671232701273427,67.69649682758622,50,6,18,38,2,0.5,40,87,100,100,106,104,6,4,6,6,4,604
2017-09-11 00:00:00,2,174,0,0,0,2,333.3333333333333,431,174,395.0,21.8,1007.5,50,2.1,4,-1.134581574050296,-1.7671232701273427,67.69649682758622,50,6,18,38,2,0.5,40,87,200,200,206,204,6,4,6,6,4,604
2017-09-11 00:00:00,3,171,0,0,0,2,87.33333333333331,171,42,49.0,21.8,1007.5,50,2.1,4,-1.134581574050296,-1.7671232701273427,67.69649682758622,50,6,18,38,2,0.5,40,87,300,300,306,304,6,4,6,6,4,604
2017-09-11 00:00:00,4,60,0,0,0,2,79.33333333333333,105,60,73.0,21.8,1007.5,50,2.1,4,-1.134581574050296,-1.7671232701273427,67.69649682758622,50,6,18,38,2,0.5,40,87,400,400,406,404,6,4,6,6,4,604
2017-09-11 00:00:00,5,111,0,0,0,2,145.33333333333334,215,110,111.0,21.8,1007.5,50,2.1,4,-1.134581574050296,-1.7671232701273427,67.69649682758622,50,6,18,38,2,0.5,40,87,500,500,506,504,6,4,6,6,4,604
2017-09-11 00:00:00,6,98,0,0,0,2,113.66666666666669,130,98,113.0,21.8,1007.5,50,2.1,4,-1.134581574050296,-1.7671232701273427,67.69649682758622,50,6,18,38,2,0.5,40,87,600,600,606,604,6,4,6,6,4,604
2017-09-11 00:00:00,7,148,0,0,0,2,106.66666666666669,148,45,127.0,21.8,1007.5,50,2.1,4,-1.134581574050296,-1.7671232701273427,67.69649682758622,50,6,18,38,2,0.5,40,87,700,700,706,704,6,4,6,6,4,604
2017-09-11 00:00:00,8,71,0,0,0,2,67.0,71,60,70.0,21.8,1007.5,50,2.1,4,-1.134581574050296,-1.7671232701273427,67.69649682758622,50,6,18,38,2,0.5,40,87,800,800,806,804,6,4,6,6,4,604
2017-09-11 00:00:00,9,177,0,0,0,2,90.66666666666669,177,25,70.0,21.8,1007.5,50,2.1,4,-1.134581574050296,-1.7671232701273427,67.69649682758622,50,6,18,38,2,0.5,40,87,900,900,906,904,6,4,6,6,4,604
2017-09-11 00:00:00,10,13,0,0,0,2,30.66666666666667,57,13,22.0,21.8,1007.5,50,2.1,4,-1.134581574050296,-1.7671232701273427,67.69649682758622,50,6,18,38,2,0.5,40,87,1000,1000,1006,1004,6,4,6,6,4,604
2017-09-11 00:00:00,11,174,0,0,0,2,258.6666666666667,371,174,231.0,21.8,1007.5,50,2.1,4,-1.134581574050296,-1.7671232701273427,67.69649682758622,50,6,18,38,2,0.5,40,87,1100,1100,1106,1104,6,4,6,6,4,604
2017-09-11 00:00:00,12,60,0,0,0,2,77.66666666666667,99,60,74.0,21.8,1007.5,50,2.1,4,-1.134581574050296,-1.7671232701273427,67.69649682758622,50,6,18,38,2,0.5,40,87,1200,1200,1206,1204,6,4,6,6,4,604
2017-09-11 00:00:00,13,33,0,0,0,2,44.0,69,30,33.0,21.8,1007.5,50,2.1,4,-1.134581574050296,-1.7671232701273427,67.69649682758622,50,6,18,38,2,0.5,40,87,1300,1300,1306,1304,6,4,6,6,4,604
2017-09-11 00:00:00,14,14,0,0,0,2,23.66666666666667,42,14,15.0,21.8,1007.5,50,2.1,4,-1.134581574050296,-1.7671232701273427,67.69649682758622,50,6,18,38,2,0.5,40,87,1400,1400,1406,1404,6,4,6,6,4,604
2017-09-11 00:00:00,15,16,0,0,0,2,15.333333333333336,18,12,16.0,21.8,1007.5,50,2.1,4,-1.134581574050296,-1.7671232701273427,67.69649682758622,50,6,18,38,2,0.5,40,87,1500,1500,1506,1504,6,4,6,6,4,604
2017-09-11 00:00:00,16,13,0,0,0,2,21.33333333333333,42,9,13.0,21.8,1007.5,50,2.1,4,-1.134581574050296,-1.7671232701273427,67.69649682758622,50,6,18,38,2,0.5,40,87,1600,1600,1606,1604,6,4,6,6,4,604
2017-09-11 00:00:00,17,142,0,0,0,2,213.66666666666663,285,142,214.0,21.8,1007.5,50,2.1,4,-1.134581574050296,-1.7671232701273427,67.69649682758622,50,6,18,38,2,0.5,40,87,1700,1700,1706,1704,6,4,6,6,4,604
2017-09-11 00:00:00,18,242,0,0,0,2,277.6666666666667,344,242,247.0,21.8,1007.5,50,2.1,4,-1.134581574050296,-1.7671232701273427,67.69649682758622,50,6,18,38,2,0.5,40,87,1800,1800,1806,1804,6,4,6,6,4,604
2017-09-11 00:00:00,19,105,0,0,0,2,152.66666666666666,200,105,153.0,21.8,1007.5,50,2.1,4,-1.134581574050296,-1.7671232701273427,67.69649682758622,50,6,18,38,2,0.5,40,87,1900,1900,1906,1904,6,4,6,6,4,604
2017-09-11 00:00:00,20,41,0,0,0,2,40.333333333333336,44,36,41.0,21.8,1007.5,50,2.1,4,-1.134581574050296,-1.7671232701273427,67.69649682758622,50,6,18,38,2,0.5,40,87,2000,2000,2006,2004,6,4,6,6,4,604
2017-09-11 00:00:00,21,101,0,0,0,2,109.0,124,101,102.0,21.8,1007.5,50,2.1,4,-1.134581574050296,-1.7671232701273427,67.69649682758622,50,6,18,38,2,0.5,40,87,2100,2100,2106,2104,6,4,6,6,4,604
2017-09-11 00:00:00,22,1,0,0,0,2,3.0,5,1,3.0,21.8,1007.5,50,2.1,4,-1.134581574050296,-1.7671232701273427,67.69649682758622,50,6,18,38,2,0.5,40,87,2200,2200,2206,2204,6,4,6,6,4,604
2017-09-11 00:00:00,23,160,0,0,0,2,260.3333333333333,317,160,304.0,21.8,1007.5,50,2.1,4,-1.134581574050296,-1.7671232701273427,67.69649682758622,50,6,18,38,2,0.5,40,87,2300,2300,2306,2304,6,4,6,6,4,604
2017-09-11 00:00:00,24,14,0,0,0,2,38.333333333333336,95,6,14.0,21.8,1007.5,50,2.1,4,-1.134581574050296,-1.7671232701273427,67.69649682758622,50,6,18,38,2,0.5,40,87,2400,2400,2406,2404,6,4,6,6,4,604
2017-09-11 00:00:00,25,113,0,0,0,2,139.66666666666666,190,113,116.0,21.8,1007.5,50,2.1,4,-1.134581574050296,-1.7671232701273427,67.69649682758622,50,6,18,38,2,0.5,40,87,2500,2500,2506,2504,6,4,6,6,4,604
2017-09-11 00:00:00,26,25,0,0,0,2,40.333333333333336,73,23,25.0,21.8,1007.5,50,2.1,4,-1.134581574050296,-1.7671232701273427,67.69649682758622,50,6,18,38,2,0.5,40,87,2600,2600,2606,2604,6,4,6,6,4,604
2017-09-11 00:00:00,27,49,0,0,0,2,33.333333333333336,49,16,35.0,21.8,1007.5,50,2.1,4,-1.134581574050296,-1.7671232701273427,67.69649682758622,50,6,18,38,2,0.5,40,87,2700,2700,2706,2704,6,4,6,6,4,604
2017-09-11 00:00:00,28,70,0,0,0,2,110.33333333333331,180,70,81.0,21.8,1007.5,50,2.1,4,-1.134581574050296,-1.7671232701273427,67.69649682758622,50,6,18,38,2,0.5,40,87,2800,2800,2806,2804,6,4,6,6,4,604
2017-09-11 00:00:00,29,36,0,0,0,2,45.33333333333334,52,36,48.0,21.8,1007.5,50,2.1,4,-1.134581574050296,-1.7671232701273427,67.69649682758622,50,6,18,38,2,0.5,40,87,2900,2900,2906,2904,6,4,6,6,4,604
2017-09-11 00:00:00,30,370,0,0,0,2,280.0,370,188,282.0,21.8,1007.5,50,2.1,4,-1.134581574050296,-1.7671232701273427,67.69649682758622,50,6,18,38,2,0.5,40,87,3000,3000,3006,3004,6,4,6,6,4,604
2017-09-11 00:00:00,31,243,0,0,0,2,143.0,243,61,125.0,21.8,1007.5,50,2.1,4,-1.134581574050296,-1.7671232701273427,67.69649682758622,50,6,18,38,2,0.5,40,87,3100,3100,3106,3104,6,4,6,6,4,604
2017-09-11 00:00:00,32,120,0,0,0,2,57.0,120,23,28.0,21.8,1007.5,50,2.1,4,-1.134581574050296,-1.7671232701273427,67.69649682758622,50,6,18,38,2,0.5,40,87,3200,3200,3206,3204,6,4,6,6,4,604
2017-09-11 00:00:00,33,56,0,0,0,2,41.66666666666666,56,18,51.0,21.8,1007.5,50,2.1,4,-1.134581574050296,-1.7671232701273427,67.69649682758622,50,6,18,38,2,0.5,40,87,3300,3300,3306,3304,6,4,6,6,4,604
2017-09-11 01:00:00,1,133,1,0,0,2,87.33333333333331,133,46,83.0,24.7,1007.8,40,2.1,4,-1.5832363227176165,1.3796241323011136,71.68161008866994,50,6,18,38,2,0.5,40,87,101,100,106,104,106,104,106,6,4,604
2017-09-11 01:00:00,2,132,1,0,0,2,245.33333333333331,329,132,275.0,24.7,1007.8,40,2.1,4,-1.5832363227176165,1.3796241323011136,71.68161008866994,50,6,18,38,2,0.5,40,87,201,200,206,204,106,104,106,6,4,604
2017-09-11 01:00:00,3,142,1,0,0,2,65.0,142,11,42.0,24.7,1007.8,40,2.1,4,-1.5832363227176165,1.3796241323011136,71.68161008866994,50,6,18,38,2,0.5,40,87,301,300,306,304,106,104,106,6,4,604
2017-09-11 01:00:00,4,36,1,0,0,2,35.333333333333336,37,33,36.0,24.7,1007.8,40,2.1,4,-1.5832363227176165,1.3796241323011136,71.68161008866994,50,6,18,38,2,0.5,40,87,401,400,406,404,106,104,106,6,4,604
2017-09-11 01:00:00,5,138,1,0,0,2,108.66666666666669,138,83,105.0,24.7,1007.8,40,2.1,4,-1.5832363227176165,1.3796241323011136,71.68161008866994,50,6,18,38,2,0.5,40,87,501,500,506,504,106,104,106,6,4,604
2017-09-11 01:00:00,6,39,1,0,0,2,62.33333333333334,88,39,60.0,24.7,1007.8,40,2.1,4,-1.5832363227176165,1.3796241323011136,71.68161008866994,50,6,18,38,2,0.5,40,87,601,600,606,604,106,104,106,6,4,604
2017-09-11 01:00:00,7,46,1,0,0,2,49.0,54,46,47.0,24.7,1007.8,40,2.1,4,-1.5832363227176165,1.3796241323011136,71.68161008866994,50,6,18,38,2,0.5,40,87,701,700,706,704,106,104,106,6,4,604
2017-09-11 01:00:00,8,28,1,0,0,2,26.33333333333333,36,15,28.0,24.7,1007.8,40,2.1,4,-1.5832363227176165,1.3796241323011136,71.68161008866994,50,6,18,38,2,0.5,40,87,801,800,806,804,106,104,106,6,4,604
2017-09-11 01:00:00,9,79,1,0,0,2,47.33333333333334,79,27,36.0,24.7,1007.8,40,2.1,4,-1.5832363227176165,1.3796241323011136,71.68161008866994,50,6,18,38,2,0.5,40,87,901,900,906,904,106,104,106,6,4,604
2017-09-11 01:00:00,10,9,1,0,0,2,5.666666666666668,9,4,4.0,24.7,1007.8,40,2.1,4,-1.5832363227176165,1.3796241323011136,71.68161008866994,50,6,18,38,2,0.5,40,87,1001,1000,1006,1004,106,104,106,6,4,604
2017-09-11 01:00:00,11,185,1,0,0,2,204.66666666666663,217,185,212.0,24.7,1007.8,40,2.1,4,-1.5832363227176165,1.3796241323011136,71.68161008866994,50,6,18,38,2,0.5,40,87,1101,1100,1106,1104,106,104,106,6,4,604
2017-09-11 01:00:00,12,22,1,0,0,2,42.0,67,22,37.0,24.7,1007.8,40,2.1,4,-1.5832363227176165,1.3796241323011136,71.68161008866994,50,6,18,38,2,0.5,40,87,1201,1200,1206,1204,106,104,106,6,4,604
