loc_id,time_stamp,num_of_people
1,2017-11-01 00,501
2,2017-11-01 00,685
3,2017-11-01 00,244
4,2017-11-01 00,215
5,2017-11-01 00,319
6,2017-11-01 00,294
7,2017-11-01 00,121
8,2017-11-01 00,336
9,2017-11-01 00,336
10,2017-11-01 00,162
11,2017-11-01 00,384
12,2017-11-01 00,310
13,2017-11-01 00,103
14,2017-11-01 00,63
15,2017-11-01 00,20
16,2017-11-01 00,30
17,2017-11-01 00,418
18,2017-11-01 00,581
19,2017-11-01 00,308
20,2017-11-01 00,183
21,2017-11-01 00,546
22,2017-11-01 00,36
23,2017-11-01 00,528
24,2017-11-01 00,60
25,2017-11-01 00,620
26,2017-11-01 00,86
27,2017-11-01 00,65
28,2017-11-01 00,280
29,2017-11-01 00,213
30,2017-11-01 00,557
31,2017-11-01 00,285
32,2017-11-01 00,23
33,2017-11-01 00,59
1,2017-11-01 01,379
2,2017-11-01 01,837
3,2017-11-01 01,204
4,2017-11-01 01,133
5,2017-11-01 01,172
6,2017-11-01 01,206
7,2017-11-01 01,66
8,2017-11-01 01,262
9,2017-11-01 01,223
10,2017-11-01 01,160
11,2017-11-01 01,296
12,2017-11-01 01,264
13,2017-11-01 01,47
14,2017-11-01 01,111
15,2017-11-01 01,20
16,2017-11-01 01,20
17,2017-11-01 01,205
18,2017-11-01 01,321
19,2017-11-01 01,247
20,2017-11-01 01,248
21,2017-11-01 01,473
22,2017-11-01 01,51
23,2017-11-01 01,404
24,2017-11-01 01,75
25,2017-11-01 01,624
26,2017-11-01 01,37
27,2017-11-01 01,89
28,2017-11-01 01,123
29,2017-11-01 01,172
30,2017-11-01 01,264
31,2017-11-01 01,196
32,2017-11-01 01,37
33,2017-11-01 01,67
1,2017-11-01 02,311
2,2017-11-01 02,910
3,2017-11-01 02,111
4,2017-11-01 02,67
5,2017-11-01 02,112
6,2017-11-01 02,120
7,2017-11-01 02,42
8,2017-11-01 02,20
9,2017-11-01 02,210
10,2017-11-01 02,9
11,2017-11-01 02,185
12,2017-11-01 02,20
13,2017-11-01 02,21
14,2017-11-01 02,72
15,2017-11-01 02,20
16,2017-11-01 02,6
17,2017-11-01 02,115
18,2017-11-01 02,268
19,2017-11-01 02,162
20,2017-11-01 02,53
21,2017-11-01 02,409
22,2017-11-01 02,4
23,2017-11-01 02,381
24,2017-11-01 02,18
25,2017-11-01 02,523
26,2017-11-01 02,11
27,2017-11-01 02,28
28,2017-11-01 02,66
29,2017-11-01 02,20
30,2017-11-01 02,179
31,2017-11-01 02,77
32,2017-11-01 02,49
33,2017-11-01 02,22
1,2017-11-01 03,298
2,2017-11-01 03,843
3,2017-11-01 03,91
4,2017-11-01 03,58
5,2017-11-01 03,106
6,2017-11-01 03,108
7,2017-11-01 03,45
8,2017-11-01 03,20
9,2017-11-01 03,163
10,2017-11-01 03,20
11,2017-11-01 03,155
12,2017-11-01 03,20
13,2017-11-01 03,24
14,2017-11-01 03,70
15,2017-11-01 03,20
16,2017-11-01 03,10
17,2017-11-01 03,61
18,2017-11-01 03,220
19,2017-11-01 03,130
20,2017-11-01 03,30
21,2017-11-01 03,356
22,2017-11-01 03,38
23,2017-11-01 03,336
24,2017-11-01 03,11
25,2017-11-01 03,388
26,2017-11-01 03,15
27,2017-11-01 03,56
28,2017-11-01 03,41
29,2017-11-01 03,20
30,2017-11-01 03,192
31,2017-11-01 03,59
32,2017-11-01 03,61
33,2017-11-01 03,57
1,2017-11-01 04,262
2,2017-11-01 04,835
3,2017-11-01 04,86
4,2017-11-01 04,74
5,2017-11-01 04,100
6,2017-11-01 04,98
7,2017-11-01 04,49
8,2017-11-01 04,20
9,2017-11-01 04,141
10,2017-11-01 04,20
11,2017-11-01 04,130
12,2017-11-01 04,20
13,2017-11-01 04,23
14,2017-11-01 04,79
15,2017-11-01 04,20
16,2017-11-01 04,20
17,2017-11-01 04,71
18,2017-11-01 04,203
19,2017-11-01 04,132
20,2017-11-01 04,72
21,2017-11-01 04,358
22,2017-11-01 04,38
23,2017-11-01 04,326
24,2017-11-01 04,20
25,2017-11-01 04,415
26,2017-11-01 04,17
27,2017-11-01 04,58
28,2017-11-01 04,54
29,2017-11-01 04,20
30,2017-11-01 04,200
31,2017-11-01 04,61
32,2017-11-01 04,58
33,2017-11-01 04,37
1,2017-11-01 05,269
2,2017-11-01 05,826
3,2017-11-01 05,47
4,2017-11-01 05,85
5,2017-11-01 05,107
6,2017-11-01 05,104
7,2017-11-01 05,58
8,2017-11-01 05,20
9,2017-11-01 05,122
10,2017-11-01 05,20
11,2017-11-01 05,146
12,2017-11-01 05,20
13,2017-11-01 05,41
14,2017-11-01 05,87
15,2017-11-01 05,20
16,2017-11-01 05,20
17,2017-11-01 05,74
18,2017-11-01 05,157
19,2017-11-01 05,151
20,2017-11-01 05,20
21,2017-11-01 05,377
22,2017-11-01 05,39
23,2017-11-01 05,358
24,2017-11-01 05,9
25,2017-11-01 05,419
26,2017-11-01 05,39
27,2017-11-01 05,85
28,2017-11-01 05,60
29,2017-11-01 05,20
30,2017-11-01 05,258
31,2017-11-01 05,35
32,2017-11-01 05,29
33,2017-11-01 05,57
1,2017-11-01 06,245
2,2017-11-01 06,684
3,2017-11-01 06,137
4,2017-11-01 06,126
5,2017-11-01 06,113
6,2017-11-01 06,142
7,2017-11-01 06,59
8,2017-11-01 06,203
9,2017-11-01 06,66
10,2017-11-01 06,51
11,2017-11-01 06,191
12,2017-11-01 06,146
13,2017-11-01 06,72
14,2017-11-01 06,133
15,2017-11-01 06,32
16,2017-11-01 06,46
17,2017-11-01 06,144
18,2017-11-01 06,229
19,2017-11-01 06,173
20,2017-11-01 06,11
21,2017-11-01 06,240
22,2017-11-01 06,13
23,2017-11-01 06,296
24,2017-11-01 06,112
25,2017-11-01 06,283
26,2017-11-01 06,80
27,2017-11-01 06,111
28,2017-11-01 06,122
29,2017-11-01 06,92
30,2017-11-01 06,312
31,2017-11-01 06,126
32,2017-11-01 06,28
33,2017-11-01 06,112
1,2017-11-01 07,520
2,2017-11-01 07,761
3,2017-11-01 07,940
4,2017-11-01 07,350
5,2017-11-01 07,437
6,2017-11-01 07,593
7,2017-11-01 07,276
8,2017-11-01 07,2386
9,2017-11-01 07,207
10,2017-11-01 07,1142
11,2017-11-01 07,674
12,2017-11-01 07,2488
13,2017-11-01 07,334
14,2017-11-01 07,382
15,2017-11-01 07,428
16,2017-11-01 07,353
17,2017-11-01 07,565
18,2017-11-01 07,370
19,2017-11-01 07,717
20,2017-11-01 07,280
21,2017-11-01 07,390
22,2017-11-01 07,310
23,2017-11-01 07,476
24,2017-11-01 07,599
25,2017-11-01 07,476
26,2017-11-01 07,392
27,2017-11-01 07,476
28,2017-11-01 07,483
29,2017-11-01 07,1453
30,2017-11-01 07,611
31,2017-11-01 07,953
32,2017-11-01 07,344
33,2017-11-01 07,433
1,2017-11-01 08,590
2,2017-11-01 08,565
3,2017-11-01 08,1263
4,2017-11-01 08,565
5,2017-11-01 08,478
6,2017-11-01 08,639
7,2017-11-01 08,250
8,2017-11-01 08,3353
9,2017-11-01 08,207
10,2017-11-01 08,1725
11,2017-11-01 08,447
12,2017-11-01 08,3636
13,2017-11-01 08,468
14,2017-11-01 08,590
15,2017-11-01 08,456
16,2017-11-01 08,549
17,2017-11-01 08,900
18,2017-11-01 08,433
19,2017-11-01 08,521
20,2017-11-01 08,1450
21,2017-11-01 08,744
22,2017-11-01 08,267
23,2017-11-01 08,241
24,2017-11-01 08,826
25,2017-11-01 08,832
26,2017-11-01 08,503
27,2017-11-01 08,622
28,2017-11-01 08,777
29,2017-11-01 08,1951
30,2017-11-01 08,650
31,2017-11-01 08,1263
32,2017-11-01 08,495
33,2017-11-01 08,524
1,2017-11-01 09,657
2,2017-11-01 09,538
3,2017-11-01 09,1152
4,2017-11-01 09,493
5,2017-11-01 09,531
6,2017-11-01 09,643
7,2017-11-01 09,266
8,2017-11-01 09,2675
9,2017-11-01 09,198
10,2017-11-01 09,1027
11,2017-11-01 09,535
12,2017-11-01 09,2977
13,2017-11-01 09,364
14,2017-11-01 09,722
15,2017-11-01 09,672
16,2017-11-01 09,735
17,2017-11-01 09,787
18,2017-11-01 09,402
19,2017-11-01 09,500
20,2017-11-01 09,1718
21,2017-11-01 09,636
22,2017-11-01 09,458
23,2017-11-01 09,324
24,2017-11-01 09,1249
25,2017-11-01 09,794
26,2017-11-01 09,430
27,2017-11-01 09,882
28,2017-11-01 09,660
29,2017-11-01 09,1380
30,2017-11-01 09,613
31,2017-11-01 09,1116
32,2017-11-01 09,388
33,2017-11-01 09,749
1,2017-11-01 10,591
2,2017-11-01 10,448
3,2017-11-01 10,1044
4,2017-11-01 10,406
5,2017-11-01 10,521
6,2017-11-01 10,516
7,2017-11-01 10,236
8,2017-11-01 10,2197
9,2017-11-01 10,165
10,2017-11-01 10,1023
11,2017-11-01 10,448
12,2017-11-01 10,2264
13,2017-11-01 10,298
14,2017-11-01 10,624
15,2017-11-01 10,472
16,2017-11-01 10,723
17,2017-11-01 10,587
18,2017-11-01 10,334
19,2017-11-01 10,404
20,2017-11-01 10,1651
21,2017-11-01 10,557
22,2017-11-01 10,351
23,2017-11-01 10,265
24,2017-11-01 10,1063
25,2017-11-01 10,734
26,2017-11-01 10,386
27,2017-11-01 10,762
28,2017-11-01 10,483
29,2017-11-01 10,1177
30,2017-11-01 10,487
31,2017-11-01 10,993
32,2017-11-01 10,327
33,2017-11-01 10,668
1,2017-11-01 11,789
2,2017-11-01 11,700
3,2017-11-01 11,1785
4,2017-11-01 11,755
5,2017-11-01 11,687
6,2017-11-01 11,955
7,2017-11-01 11,319
8,2017-11-01 11,5731
9,2017-11-01 11,215
10,2017-11-01 11,3686
11,2017-11-01 11,687
12,2017-11-01 11,6245
13,2017-11-01 11,409
14,2017-11-01 11,641
15,2017-11-01 11,505
16,2017-11-01 11,882
17,2017-11-01 11,1112
18,2017-11-01 11,465
19,2017-11-01 11,650
20,2017-11-01 11,2110
21,2017-11-01 11,947
22,2017-11-01 11,380
23,2017-11-01 11,425
24,2017-11-01 11,1362
25,2017-11-01 11,1250
26,2017-11-01 11,556
27,2017-11-01 11,791
28,2017-11-01 11,922
29,2017-11-01 11,3702
30,2017-11-01 11,748
31,2017-11-01 11,1692
32,2017-11-01 11,612
33,2017-11-01 11,716
1,2017-11-01 12,1107
2,2017-11-01 12,1079
3,2017-11-01 12,2615
4,2017-11-01 12,1132
5,2017-11-01 12,954
6,2017-11-01 12,1435
7,2017-11-01 12,527
8,2017-11-01 12,7267
9,2017-11-01 12,366
10,2017-11-01 12,4751
11,2017-11-01 12,1016
12,2017-11-01 12,7991
13,2017-11-01 12,736
14,2017-11-01 12,594
15,2017-11-01 12,728
16,2017-11-01 12,856
17,2017-11-01 12,1618
18,2017-11-01 12,560
19,2017-11-01 12,1094
20,2017-11-01 12,1750
21,2017-11-01 12,1386
22,2017-11-01 12,432
23,2017-11-01 12,562
24,2017-11-01 12,1346
25,2017-11-01 12,1793
26,2017-11-01 12,879
27,2017-11-01 12,618
28,2017-11-01 12,1348
29,2017-11-01 12,4456
30,2017-11-01 12,873
31,2017-11-01 12,2487
32,2017-11-01 12,973
33,2017-11-01 12,644
1,2017-11-01 13,816
2,2017-11-01 13,798
3,2017-11-01 13,1685
4,2017-11-01 13,725
5,2017-11-01 13,781
6,2017-11-01 13,929
7,2017-11-01 13,398
8,2017-11-01 13,3556
9,2017-11-01 13,306
10,2017-11-01 13,1464
11,2017-11-01 13,848
12,2017-11-01 13,3730
13,2017-11-01 13,497
14,2017-11-01 13,659
15,2017-11-01 13,641
16,2017-11-01 13,790
17,2017-11-01 13,1087
18,2017-11-01 13,521
19,2017-11-01 13,830
20,2017-11-01 13,1715
21,2017-11-01 13,880
22,2017-11-01 13,377
23,2017-11-01 13,514
24,2017-11-01 13,1151
25,2017-11-01 13,1185
26,2017-11-01 13,579
27,2017-11-01 13,899
28,2017-11-01 13,906
29,2017-11-01 13,1778
30,2017-11-01 13,777
31,2017-11-01 13,1716
32,2017-11-01 13,584
33,2017-11-01 13,746
1,2017-11-01 14,602
2,2017-11-01 14,556
3,2017-11-01 14,1439
4,2017-11-01 14,602
5,2017-11-01 14,543
6,2017-11-01 14,659
7,2017-11-01 14,256
8,2017-11-01 14,2420
9,2017-11-01 14,220
10,2017-11-01 14,837
11,2017-11-01 14,539
12,2017-11-01 14,2229
13,2017-11-01 14,418
14,2017-11-01 14,571
15,2017-11-01 14,506
16,2017-11-01 14,695
17,2017-11-01 14,889
18,2017-11-01 14,484
19,2017-11-01 14,555
20,2017-11-01 14,2498
21,2017-11-01 14,793
22,2017-11-01 14,355
23,2017-11-01 14,308
24,2017-11-01 14,900
25,2017-11-01 14,1055
26,2017-11-01 14,498
27,2017-11-01 14,899
28,2017-11-01 14,782
29,2017-11-01 14,1052
30,2017-11-01 14,601
31,2017-11-01 14,1360
32,2017-11-01 14,536
33,2017-11-01 14,706
1,2017-11-01 15,556
2,2017-11-01 15,588
3,2017-11-01 15,1282
4,2017-11-01 15,513
5,2017-11-01 15,542
6,2017-11-01 15,565
7,2017-11-01 15,288
8,2017-11-01 15,2323
9,2017-11-01 15,215
10,2017-11-01 15,929
11,2017-11-01 15,689
12,2017-11-01 15,2236
13,2017-11-01 15,352
14,2017-11-01 15,545
15,2017-11-01 15,621
16,2017-11-01 15,825
17,2017-11-01 15,744
18,2017-11-01 15,369
19,2017-11-01 15,559
20,2017-11-01 15,2116
21,2017-11-01 15,702
22,2017-11-01 15,524
23,2017-11-01 15,379
24,2017-11-01 15,1107
25,2017-11-01 15,876
26,2017-11-01 15,476
27,2017-11-01 15,1053
28,2017-11-01 15,628
29,2017-11-01 15,1123
30,2017-11-01 15,555
31,2017-11-01 15,1211
32,2017-11-01 15,437
33,2017-11-01 15,806
1,2017-11-01 16,604
2,2017-11-01 16,466
3,2017-11-01 16,1162
4,2017-11-01 16,457
5,2017-11-01 16,538
6,2017-11-01 16,507
7,2017-11-01 16,235
8,2017-11-01 16,2488
9,2017-11-01 16,171
10,2017-11-01 16,1152
11,2017-11-01 16,459
12,2017-11-01 16,2473
13,2017-11-01 16,315
14,2017-11-01 16,478
15,2017-11-01 16,484
16,2017-11-01 16,670
17,2017-11-01 16,714
18,2017-11-01 16,378
19,2017-11-01 16,483
20,2017-11-01 16,1727
21,2017-11-01 16,596
22,2017-11-01 16,314
23,2017-11-01 16,230
24,2017-11-01 16,880
25,2017-11-01 16,757
26,2017-11-01 16,471
27,2017-11-01 16,792
28,2017-11-01 16,607
29,2017-11-01 16,1172
30,2017-11-01 16,527
31,2017-11-01 16,1043
32,2017-11-01 16,437
33,2017-11-01 16,663
1,2017-11-01 17,898
2,2017-11-01 17,890
3,2017-11-01 17,2017
4,2017-11-01 17,856
5,2017-11-01 17,787
6,2017-11-01 17,1009
7,2017-11-01 17,400
8,2017-11-01 17,6058
9,2017-11-01 17,290
10,2017-11-01 17,3722
11,2017-11-01 17,994
12,2017-11-01 17,6103
13,2017-11-01 17,479
14,2017-11-01 17,673
15,2017-11-01 17,684
16,2017-11-01 17,1018
17,2017-11-01 17,1230
18,2017-11-01 17,484
19,2017-11-01 17,885
20,2017-11-01 17,2284
21,2017-11-01 17,1077
22,2017-11-01 17,541
23,2017-11-01 17,572
24,2017-11-01 17,1579
25,2017-11-01 17,1470
26,2017-11-01 17,748
27,2017-11-01 17,1117
28,2017-11-01 17,1016
29,2017-11-01 17,3763
30,2017-11-01 17,842
31,2017-11-01 17,1969
32,2017-11-01 17,743
33,2017-11-01 17,1021
1,2017-11-01 18,831
2,2017-11-01 18,823
3,2017-11-01 18,2010
4,2017-11-01 18,964
5,2017-11-01 18,753
6,2017-11-01 18,1227
7,2017-11-01 18,412
8,2017-11-01 18,5477
9,2017-11-01 18,353
10,2017-11-01 18,2675
11,2017-11-01 18,907
12,2017-11-01 18,5719
13,2017-11-01 18,557
14,2017-11-01 18,619
15,2017-11-01 18,633
16,2017-11-01 18,595
17,2017-11-01 18,1391
18,2017-11-01 18,530
19,2017-11-01 18,862
20,2017-11-01 18,1911
21,2017-11-01 18,1169
22,2017-11-01 18,412
23,2017-11-01 18,525
24,2017-11-01 18,1290
25,2017-11-01 18,1490
26,2017-11-01 18,718
27,2017-11-01 18,764
28,2017-11-01 18,1181
29,2017-11-01 18,2907
30,2017-11-01 18,895
31,2017-11-01 18,2073
32,2017-11-01 18,821
33,2017-11-01 18,724
1,2017-11-01 19,643
2,2017-11-01 19,628
3,2017-11-01 19,1406
4,2017-11-01 19,644
5,2017-11-01 19,590
6,2017-11-01 19,812
7,2017-11-01 19,329
8,2017-11-01 19,3357
9,2017-11-01 19,293
10,2017-11-01 19,1467
11,2017-11-01 19,599
12,2017-11-01 19,3487
13,2017-11-01 19,420
14,2017-11-01 19,426
15,2017-11-01 19,450
16,2017-11-01 19,355
17,2017-11-01 19,895
18,2017-11-01 19,435
19,2017-11-01 19,606
20,2017-11-01 19,1283
21,2017-11-01 19,751
22,2017-11-01 19,314
23,2017-11-01 19,354
24,2017-11-01 19,715
25,2017-11-01 19,918
26,2017-11-01 19,557
27,2017-11-01 19,516
28,2017-11-01 19,794
29,2017-11-01 19,1530
30,2017-11-01 19,690
31,2017-11-01 19,1441
32,2017-11-01 19,559
33,2017-11-01 19,468
1,2017-11-01 20,596
2,2017-11-01 20,507
3,2017-11-01 20,1165
4,2017-11-01 20,569
5,2017-11-01 20,532
6,2017-11-01 20,669
7,2017-11-01 20,295
8,2017-11-01 20,2631
9,2017-11-01 20,262
10,2017-11-01 20,1135
11,2017-11-01 20,533
12,2017-11-01 20,2511
13,2017-11-01 20,390
14,2017-11-01 20,445
15,2017-11-01 20,433
16,2017-11-01 20,379
17,2017-11-01 20,829
18,2017-11-01 20,359
19,2017-11-01 20,489
20,2017-11-01 20,1122
21,2017-11-01 20,696
22,2017-11-01 20,301
23,2017-11-01 20,336
24,2017-11-01 20,693
25,2017-11-01 20,851
26,2017-11-01 20,491
27,2017-11-01 20,573
28,2017-11-01 20,718
29,2017-11-01 20,1184
30,2017-11-01 20,576
31,2017-11-01 20,1251
32,2017-11-01 20,430
33,2017-11-01 20,535
1,2017-11-01 21,566
2,2017-11-01 21,503
3,2017-11-01 21,1057
4,2017-11-01 21,549
5,2017-11-01 21,550
6,2017-11-01 21,684
7,2017-11-01 21,240
